# Program:featureCounts v2.1.1; Command:"featureCounts" "-T" "8" "-s" "0" "-p" "--countReadPairs" "-B" "-C" "-Q" "10" "-F" "SAF" "-a" "/mnt/d/work_dir/memoria/obj2/anotacion/table_genebodies_1_fixed_overlap/exons_extended_final.saf" "-o" "/mnt/d/work_dir/memoria/obj2/featureCounts/exon_counts.txt" "/mnt/d/work_dir/memoria_trials/data/KO/control/CTRL1.sorted.bam" "/mnt/d/work_dir/memoria_trials/data/KO/control/CTRL2.sorted.bam" "/mnt/d/work_dir/memoria_trials/data/KO/control/CTRL3.sorted.bam" "/mnt/d/work_dir/memoria_trials/data/KO/control/CTRL4.sorted.bam" "/mnt/d/work_dir/memoria_trials/data/KO/RNU5A/A1.sorted.bam" "/mnt/d/work_dir/memoria_trials/data/KO/RNU5A/A2.sorted.bam" "/mnt/d/work_dir/memoria_trials/data/KO/RNU5A/A3.sorted.bam" "/mnt/d/work_dir/memoria_trials/data/KO/RNU5A/A4.sorted.bam" "/mnt/d/work_dir/memoria_trials/data/KO/RNU5B/B1.sorted.bam" "/mnt/d/work_dir/memoria_trials/data/KO/RNU5B/B2.sorted.bam" "/mnt/d/work_dir/memoria_trials/data/KO/RNU5B/B3.sorted.bam" "/mnt/d/work_dir/memoria_trials/data/KO/RNU5B/B4.sorted.bam" "/mnt/d/work_dir/memoria_trials/data/KO/RNU5D/D1.sorted.bam" "/mnt/d/work_dir/memoria_trials/data/KO/RNU5D/D2.sorted.bam" "/mnt/d/work_dir/memoria_trials/data/KO/RNU5D/D3.sorted.bam" "/mnt/d/work_dir/memoria_trials/data/KO/RNU5D/D4.sorted.bam" "/mnt/d/work_dir/memoria_trials/data/KO/RNU5E/E1.sorted.bam" "/mnt/d/work_dir/memoria_trials/data/KO/RNU5E/E2.sorted.bam" "/mnt/d/work_dir/memoria_trials/data/KO/RNU5E/E3.sorted.bam" "/mnt/d/work_dir/memoria_trials/data/KO/RNU5E/E4.sorted.bam" "/mnt/d/work_dir/memoria_trials/data/KO/RNU5F/F1.sorted.bam" "/mnt/d/work_dir/memoria_trials/data/KO/RNU5F/F2.sorted.bam" "/mnt/d/work_dir/memoria_trials/data/KO/RNU5F/F3.sorted.bam" "/mnt/d/work_dir/memoria_trials/data/KO/RNU5F/F4.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/mnt/d/work_dir/memoria_trials/data/KO/control/CTRL1.sorted.bam	/mnt/d/work_dir/memoria_trials/data/KO/control/CTRL2.sorted.bam	/mnt/d/work_dir/memoria_trials/data/KO/control/CTRL3.sorted.bam	/mnt/d/work_dir/memoria_trials/data/KO/control/CTRL4.sorted.bam	/mnt/d/work_dir/memoria_trials/data/KO/RNU5A/A1.sorted.bam	/mnt/d/work_dir/memoria_trials/data/KO/RNU5A/A2.sorted.bam	/mnt/d/work_dir/memoria_trials/data/KO/RNU5A/A3.sorted.bam	/mnt/d/work_dir/memoria_trials/data/KO/RNU5A/A4.sorted.bam	/mnt/d/work_dir/memoria_trials/data/KO/RNU5B/B1.sorted.bam	/mnt/d/work_dir/memoria_trials/data/KO/RNU5B/B2.sorted.bam	/mnt/d/work_dir/memoria_trials/data/KO/RNU5B/B3.sorted.bam	/mnt/d/work_dir/memoria_trials/data/KO/RNU5B/B4.sorted.bam	/mnt/d/work_dir/memoria_trials/data/KO/RNU5D/D1.sorted.bam	/mnt/d/work_dir/memoria_trials/data/KO/RNU5D/D2.sorted.bam	/mnt/d/work_dir/memoria_trials/data/KO/RNU5D/D3.sorted.bam	/mnt/d/work_dir/memoria_trials/data/KO/RNU5D/D4.sorted.bam	/mnt/d/work_dir/memoria_trials/data/KO/RNU5E/E1.sorted.bam	/mnt/d/work_dir/memoria_trials/data/KO/RNU5E/E2.sorted.bam	/mnt/d/work_dir/memoria_trials/data/KO/RNU5E/E3.sorted.bam	/mnt/d/work_dir/memoria_trials/data/KO/RNU5E/E4.sorted.bam	/mnt/d/work_dir/memoria_trials/data/KO/RNU5F/F1.sorted.bam	/mnt/d/work_dir/memoria_trials/data/KO/RNU5F/F2.sorted.bam	/mnt/d/work_dir/memoria_trials/data/KO/RNU5F/F3.sorted.bam	/mnt/d/work_dir/memoria_trials/data/KO/RNU5F/F4.sorted.bam
ENSG00000088882	chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20	2794064;2794527;2795267;2795589;2795972;2796237;2796517;2796996;2797182;2797958;2798142;2798418;2798716;2800391	2794441;2794649;2795426;2795906;2796171;2796453;2796660;2797104;2797352;2798068;2798301;2798547;2798903;2800637	-;-;-;-;-;-;-;-;-;-;-;-;-;-	2656	276	306	367	437	691	552	849	805	305	213	398	530	868	816	1179	1020	735	859	772	1203	1687	1738	2362	1471
ENSG00000258713	chr20;chr20	2814977;2815528	2815454;2815843	+;+	794	36	38	48	31	79	60	111	72	39	19	51	21	29	31	75	40	121	123	97	100	42	55	72	51
ENSG00000132670	chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20	2873471;2923197;2947972;2955599;2964262;2964851;2975205;2986755;2988022;2988328;3005046;3007334;3015839;3017806;3021299;3022044;3022679;3024462;3026677;3027111;3027697;3035575;3035780;3037144;3038049	2873770;2923295;2948034;2955708;2964360;2965212;2975251;2986859;2988115;2988484;3005156;3007430;3015895;3017923;3021438;3022230;3022834;3024631;3026790;3027207;3027851;3035720;3035951;3037299;3039086	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4350	2946	3724	3038	3359	3435	2942	3111	3372	4961	3169	3745	3883	5032	3799	3971	3179	5576	5470	3205	5712	4484	4124	5117	3513
ENSG00000125901	chr20;chr20;chr20;chr20	3046042;3046363;3046604;3047725	3046290;3046529;3046747;3048260	+;+;+;+	1096	1751	1972	2398	2596	1852	1751	1833	1831	3191	1911	2214	2332	2837	2343	2680	2118	3856	2697	2153	4216	2623	2334	3482	2149
ENSG00000088899	chr20;chr20;chr20;chr20	3162607;3165487;3166695;3173445	3165162;3166370;3168571;3173559	-;-;-;-	5432	576	536	659	707	1049	833	811	957	1755	1193	1316	1502	804	799	769	750	1512	1123	770	1754	902	764	964	856
ENSG00000198171	chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20	3190340;3191180;3191414;3194820;3195221;3199991;3200332;3203203;3204527	3190829;3191248;3191831;3194878;3195363;3200112;3200464;3203426;3204695	-;-;-;-;-;-;-;-;-	1827	3761	4393	4456	4830	3848	3539	3580	3741	6106	3915	4396	4459	6286	5051	5434	4615	6200	5298	3897	6431	5253	4851	6277	3996
ENSG00000125877	chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20	3209488;3213159;3213309;3213975;3215271;3218507;3221831;3223356	3209627;3213236;3213393;3214068;3215322;3218642;3221927;3223880	+;+;+;+;+;+;+;+	1207	2367	2730	2744	2989	2359	2167	2321	2466	5054	3510	3843	4030	3643	2967	3420	2765	4539	3578	2991	5569	2991	2947	4510	2808
ENSG00000088836	chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20	3227407;3228249;3228502;3228828;3229085;3229336;3229514;3230177;3230505;3230722;3230923;3231139;3231320;3233504;3233911;3234073;3234558;3234732;3237534;3237883;3238970	3227866;3228438;3228717;3229021;3229273;3229462;3229786;3230270;3230657;3230855;3231068;3231252;3231558;3233647;3234012;3234324;3234627;3234904;3237737;3238176;3239200	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3999	389	404	434	537	279	286	275	384	1166	707	898	1024	540	379	472	448	1303	767	599	981	573	356	631	454
ENSG00000088854	chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20	3249296;3253716;3255209;3255996;3259470;3259912;3264428;3270417;3278902;3281631;3287622;3290119;3294129;3294518;3296851;3298019;3304430;3315023;3315725;3316713;3318279;3322207;3322642;3324882;3326187;3330636;3332270;3340494;3343666;3348515;3359506;3374038;3375020;3376168;3381369;3382417;3407465	3252694;3253829;3255294;3256221;3259564;3260038;3264534;3270572;3278959;3281776;3287800;3290227;3294266;3294639;3296959;3298185;3304553;3315130;3315795;3316803;3318410;3322272;3322706;3324978;3326294;3330692;3332371;3340649;3343741;3348633;3359603;3374164;3375136;3376312;3381508;3382516;3407679	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	7652	652	737	699	635	846	890	760	763	1074	804	810	975	1047	894	912	639	1382	1055	770	1275	1105	931	1171	876
ENSG00000088812	chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20	3471008;3535243;3540212;3545752;3547274;3549160;3559383;3560652;3562266;3563199;3565338;3572721;3575817;3576849;3578572;3582125;3583888;3584637;3591159;3594469;3596367;3597896;3600936;3604095;3615818;3624501;3634301;3638818;3644144;3646713	3471527;3535346;3540345;3545900;3547499;3549348;3559493;3560915;3562469;3563373;3565442;3572961;3575958;3577007;3578782;3582364;3584093;3584890;3591316;3594582;3596439;3598010;3601034;3604272;3615957;3624582;3634399;3638945;3644278;3651128	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	9371	1988	2126	2100	2136	2795	2423	2717	2652	3810	2582	3051	3402	4377	3142	3716	2895	4475	3562	2399	4782	3443	3178	4260	2716
ENSG00000101220	chr20;chr20;chr20;chr20;chr20;chr20	3753498;3754387;3755459;3758526;3759997;3767653	3754168;3754529;3755617;3758688;3760196;3767763	-;-;-;-;-;-	1447	3513	3839	4149	4333	4247	3786	3543	3734	5892	4066	4218	4581	5593	4408	4971	3936	6439	5231	3975	7817	5061	4430	6305	4111
ENSG00000101224	chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20	3786762;3796281;3797612;3798402;3800278;3800452;3800733;3800961;3801244;3801712;3801914;3802271;3802900;3803098;3803394;3804559;3804811	3787149;3796741;3797759;3798473;3800339;3800508;3800875;3801103;3801398;3801812;3802110;3802386;3802982;3803216;3803547;3804690;3806131	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3852	18074	18254	18060	19417	19611	16667	18012	19035	29243	18031	21417	19656	32943	26435	28365	21253	26805	23954	16136	27851	23634	21526	28537	17844
ENSG00000125843	chr20;chr20;chr20	3820521;3822092;3823861	3820864;3822303;3828848	+;+;+	5544	957	1059	1093	1347	1417	1193	1351	1274	1690	1191	1256	1418	1593	1239	1342	1299	1783	1245	995	1846	1484	1231	1643	1111
ENSG00000088826	chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20	4148769;4171700;4175020;4177341;4181793;4182079;4183484;4186733;4187260	4148987;4171915;4175273;4177587;4181986;4182858;4183664;4186842;4187757	+;+;+;+;+;+;+;+;+	2699	806	812	725	829	1724	1358	1780	1734	839	564	693	576	1431	1172	1287	1093	1562	1318	829	1403	1114	1000	1419	831
ENSG00000171867	chr20;chr20;chr20	4686340;4686533;4699201	4686522;4686746;4701600	+;+;+	2797	11156	12460	10325	12687	12757	12272	13563	13537	19740	12384	12267	12414	18783	14230	16347	14360	23604	20173	12007	22025	21321	19272	23890	15498
ENSG00000089057	chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20	4852346;4859279;4861938;4862768;4867760;4869896;4873926;4874566;4883632;4884743;4885811;4899545;4902432;4912870;4932445;4970783;5001396;5010172	4857214;4859394;4862095;4862917;4867885;4870063;4874102;4874706;4883833;4884833;4885919;4899722;4902568;4912988;4932726;4970929;5001520;5010303	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	7427	1258	1207	1352	1406	1969	1700	2155	2206	3025	1591	2122	2151	2380	1676	2020	1591	2244	1968	1518	2759	1802	1593	2409	1621
ENSG00000089063	chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20	5068222;5068473;5099830;5106178;5109322;5111047;5111490;5111754;5112710	5068269;5069359;5100941;5106320;5109455;5111184;5111615;5111818;5113097	-;-;-;-;-;-;-;-;-	3041	4042	4480	3798	4408	4182	3985	4041	3998	7680	4546	5408	5765	6756	5723	5870	4782	7761	6730	4665	9069	5694	5812	6804	4380
ENSG00000101290	chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20	5126998;5173513;5175173;5176638;5178807;5182377;5183051;5184848;5185748;5186677;5189057;5189725;5190092	5127159;5173669;5175289;5176755;5178966;5182455;5183153;5184955;5185836;5186849;5189196;5189848;5197897	+;+;+;+;+;+;+;+;+;+;+;+;+	9336	2056	2327	2041	2186	2464	2305	2186	2150	3026	1920	2144	2385	2979	2526	2600	1986	3682	3400	2148	3923	2657	2477	3310	2021
ENSG00000125772	chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20	5544394;5557935;5558674;5559930;5561455;5565007;5566723;5567473;5570137;5573905;5575403;5575806;5578370;5579998;5584271;5586184;5593317;5598715;5604354;5610832	5547860;5558115;5558829;5560086;5561540;5565088;5566782;5567570;5570249;5573979;5575555;5575988;5578621;5580141;5584332;5586279;5593421;5598831;5604450;5611016	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	5869	1006	1205	1029	1065	910	970	880	907	1926	1368	1570	1548	1731	1784	1701	1317	2010	1706	1181	1821	1472	1487	1717	1166
ENSG00000171984	chr20;chr20;chr20;chr20	5750383;5772852;5773122;5863014	5750489;5773053;5773457;5864405	+;+;+;+	2037	121	140	146	151	147	139	128	119	255	165	178	166	185	196	174	202	311	211	156	333	142	144	215	116
ENSG00000089199	chr20;chr20;chr20;chr20;chr20	5911500;5916316;5916816;5922325;5924962	5911692;5916382;5916929;5924110;5925363	+;+;+;+;+	2562	102	90	69	105	86	69	122	60	162	96	78	67	199	144	142	113	298	337	259	256	143	126	139	101
ENSG00000089195	chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20	5937218;5941043;5941233;5941941;5942418;5943549;5943938;5944152;5944795;5946396;5950268	5938736;5941149;5941355;5942046;5942796;5943693;5944041;5944263;5944924;5946543;5950568	-;-;-;-;-;-;-;-;-;-;-	3174	1928	1893	2398	2692	1322	1162	1671	1535	3373	2126	2549	2697	2450	1677	2100	1937	2969	2264	1868	3688	2053	1830	2858	1943
ENSG00000125885	chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20	5950642;5952001;5952414;5954598;5955092;5957116;5958518;5963264;5967426;5967820;5971997;5972566;5973046;5977866;5982960;5984771;5985912;5987272;5993496;5994289	5951087;5952173;5952538;5954700;5955261;5957239;5958736;5963369;5967597;5968035;5972047;5972736;5973206;5978027;5983175;5985010;5986141;5987368;5993705;5998987	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	8091	3306	3083	3576	3856	2783	2342	2960	2837	5292	3236	4018	4683	3704	2451	3356	2900	5420	3724	2944	5469	3530	2771	4286	3042
ENSG00000088766	chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20	6006083;6007242;6009765;6015351;6031275;6032002;6034454;6037064	6006562;6007420;6009922;6015500;6031380;6032090;6034565;6040063	+;+;+;+;+;+;+;+	4274	1752	2248	2063	2380	1809	1770	1563	1581	3903	2759	2790	3082	3412	2996	2992	2378	3749	2860	1992	3879	2835	2814	3483	2338
ENSG00000101311	chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20	6074835;6079426;6084030;6085056;6087767;6088955;6094929;6096892;6097514;6107440;6110288;6112467;6115801;6119394	6077356;6079587;6084174;6085297;6087893;6089099;6094998;6097043;6097641;6107644;6110521;6112633;6116054;6123083	-;-;-;-;-;-;-;-;-;-;-;-;-;-	8243	133	86	236	162	62	71	99	73	292	131	139	157	268	233	293	252	1281	665	543	978	128	104	218	106
ENSG00000125845	chr20;chr20;chr20	6767676;6770110;6778235	6768885;6770482;6780256	+;+;+	3605	45	61	88	79	37	26	54	110	166	84	118	131	81	47	91	98	389	264	247	339	35	31	64	71
ENSG00000125827	chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20	7977336;7983784;7987278;7996016;7999722;8001486;8010190;8019428	7982631;7983867;7987399;7996081;7999870;8001551;8010325;8019771	-;-;-;-;-;-;-;-	6263	4091	4634	4012	4564	4307	4070	3681	3154	8354	5090	5500	5817	7604	5789	5661	4475	6498	5258	3897	7194	6011	5166	6726	4170
ENSG00000182621	chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20	8077241;8132128;8150284;8371372;8628284;8646092;8647890;8649364;8651403;8657174;8658528;8684922;8697616;8708660;8716254;8717661;8722344;8724646;8727299;8729040;8733228;8737018;8739251;8740334;8741454;8757036;8760397;8765129;8774529;8788439;8788623;8789508;8790165;8802046;8881612	8077314;8132760;8150381;8371460;8628441;8646191;8647963;8649999;8653541;8657294;8658714;8685088;8697793;8708762;8716358;8717858;8722431;8724762;8727403;8729184;8733402;8737202;8739370;8740458;8741583;8757188;8760470;8765368;8774729;8788535;8788732;8789585;8790271;8802503;8884910	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	11067	829	802	898	1169	536	460	471	466	2856	1743	2213	2905	1596	1015	1180	1070	1215	965	705	1390	1368	1001	1270	1121
ENSG00000101333	chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20	9067815;9068795;9069008;9096277;9151567;9217380;9218146;9307790;9337116;9337998;9338884;9362886;9365451;9371204;9372293;9373037;9380044;9384191;9387453;9389869;9390521;9393578;9395513;9401480;9405303;9407907;9408623;9409047;9411027;9419797;9421287;9423738;9435550;9436992;9443971;9444168;9453337;9457404;9459625;9468561;9472780;9473269;9476707;9503948	9067947;9068913;9069216;9096352;9151641;9217462;9218392;9307908;9337216;9338077;9339047;9362985;9365524;9371305;9372413;9373114;9380172;9384421;9387566;9389968;9390625;9393688;9395628;9401600;9405358;9408080;9408727;9409191;9411098;9419919;9421471;9423962;9435658;9437162;9444040;9444253;9453472;9457499;9459820;9468682;9472857;9474190;9481252;9504603	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	11181	921	963	886	1103	832	974	653	736	1193	752	741	813	1272	1044	930	722	1515	1271	777	1659	1423	1281	1433	964
ENSG00000132623	chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20	10034977;10035569;10038248;10043112;10044384;10045564;10049380;10051653;10053102;10054452;10055492	10035343;10035652;10038657;10043331;10044553;10045707;10050222;10051899;10053285;10054609;10058313	+;+;+;+;+;+;+;+;+;+;+	5649	633	599	517	565	556	583	491	570	764	495	583	598	716	651	636	509	713	561	428	786	575	616	780	485
ENSG00000132639	chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20	10218820;10219149;10226668;10227277;10234201;10237997;10243965;10244766;10259347;10261221;10265469;10275419;10277675;10284714;10292872;10293151;10296915;10299258;10306119	10218987;10219223;10226790;10227448;10234347;10238036;10244044;10244903;10259411;10261325;10265687;10275573;10277736;10284782;10293009;10293288;10297060;10299422;10308268	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4355	281	247	185	238	633	601	608	557	337	197	218	265	209	185	202	175	319	232	238	387	340	281	364	272
ENSG00000149346	chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20	10435295;10458166;10556221;10560690;10598665;10601721;10621304;10622649	10435463;10458241;10556330;10560830;10598762;10601829;10621424;10628040	+;+;+;+;+;+;+;+	6216	420	350	369	386	358	356	400	339	642	416	432	573	512	477	593	375	669	479	391	581	517	529	614	426
ENSG00000101384	chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20	10637674;10640773;10641103;10641450;10641773;10642478;10643768;10644347;10644853;10645133;10645346;10645961;10646929;10647950;10648539;10649051;10649512;10650237;10651571;10652121;10652458;10656388;10658458;10663953;10672691;10673440	10639965;10640943;10641254;10641703;10641902;10642611;10643873;10644394;10644989;10645266;10645479;10646094;10647113;10648120;10648732;10649117;10649645;10650370;10651704;10652260;10652608;10656468;10658732;10664024;10673016;10674009	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	6460	440	406	354	428	638	504	356	572	963	556	809	1186	1112	880	924	780	1850	2002	1226	2328	674	525	670	451
ENSG00000132640	chr20;chr20;chr20;chr20;chr20;chr20	11890713;11892483;11917768;11919076;11919708;11922624	11890964;11892553;11918611;11919186;11919846;11926619	+;+;+;+;+;+	5413	1146	1204	1280	1212	1306	1452	1477	1407	2607	1565	1739	1943	2315	1714	1973	1741	4023	3098	2170	3937	2478	2273	2710	2041
ENSG00000089123	chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20	13389384;13417438;13435034;13483217;13528423;13534012;13558998;13569497;13580887;13587240;13623436;13625175;13629924;13638884	13390462;13417531;13435164;13483347;13528521;13534151;13559124;13569596;13580991;13587380;13623524;13625262;13630162;13638942	-;-;-;-;-;-;-;-;-;-;-;-;-;-	2622	214	271	211	300	191	205	211	209	346	254	248	340	409	292	331	311	428	340	302	516	288	306	399	317
ENSG00000089048	chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20	13714312;13717358;13718898;13728368;13733711;13759682;13766767;13769897;13771321;13772505;13775147;13775863;13782494;13784812	13715177;13717524;13718994;13728475;13733852;13759863;13766934;13770031;13771493;13772625;13775280;13776280;13783193;13784929	-;-;-;-;-;-;-;-;-;-;-;-;-;-	3529	1366	1552	1741	1705	1137	1313	1347	1219	2497	1561	1873	1854	2090	1395	1931	1593	2376	1991	1491	2146	1778	1511	2285	1442
ENSG00000101247	chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20	13785018;13787302;13788579;13793150;13794828;13798451;13801476;13808832;13816453;13816865;13817108	13785300;13787362;13788662;13793237;13794951;13798510;13801693;13808912;13816556;13816967;13821590	+;+;+;+;+;+;+;+;+;+;+	5689	472	428	480	533	338	400	411	434	824	549	589	683	611	509	555	462	875	781	473	940	477	471	646	477
ENSG00000125848	chr20;chr20;chr20	14322975;14329124;14337394	14327568;14329337;14337622	-;-;-	5037	125	175	58	44	18	3	11	9	64	55	76	50	6	4	3	4	392	202	173	238	0	1	0	0
ENSG00000089177	chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20	16272094;16312325;16335916;16356320;16366833;16370576;16371655;16374247;16378795;16381684;16382088;16404803;16406364;16427094;16428943;16429853;16494281;16497603;16504362;16505712;16506012;16507948;16511408;16512816;16515538;16526082;16528361;16573219	16273421;16312428;16336025;16356462;16369276;16370646;16371771;16374419;16380173;16381757;16382140;16404911;16406466;16427251;16429014;16429992;16494360;16497688;16504557;16505863;16506200;16508110;16511537;16512933;16515674;16526215;16528450;16573458	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	8293	454	528	492	557	473	428	489	507	692	350	406	402	717	482	659	445	1013	899	730	1075	563	426	607	414
ENSG00000125870	chr20;chr20;chr20;chr20;chr20;chr20;chr20	16729951;16731658;16732154;16737251;16738842;16740315;16740836	16730174;16731776;16732346;16737411;16738912;16740423;16742574	+;+;+;+;+;+;+	2616	2657	3519	2917	3389	2432	2880	2649	2368	4599	3192	3443	3477	4538	3803	4072	3319	5589	4883	3237	6249	3803	3771	4751	3144
ENSG00000125864	chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20	17493895;17496928;17498810;17508879;17511966;17514711;17524838;17530943;17541055;17558678	17495039;17497033;17499050;17509006;17512078;17514826;17524918;17531389;17541209;17558970	-;-;-;-;-;-;-;-;-;-	2825	295	340	218	311	368	349	275	323	551	439	343	355	313	205	250	181	480	410	211	501	368	296	293	239
ENSG00000125868	chr20;chr20;chr20;chr20;chr20	17570065;17591922;17600728;17604545;17607027	17570221;17592073;17601055;17604641;17609929	+;+;+;+;+	3637	25740	29042	22466	30115	21459	21859	18546	20937	39670	26916	27001	31335	46452	37899	34532	32233	35115	30977	20318	41913	36697	33448	38687	27290
ENSG00000125844	chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20	17613668;17614727;17615421;17615916;17616722;17618586;17619623;17620289;17620705;17621448;17621680;17621845;17622838;17624566;17625502;17627338;17627494;17629813;17633450;17635536;17636567;17641787;17642969;17658586;17679989;17682018	17614230;17614890;17615539;17616019;17616849;17618689;17619738;17620380;17620817;17621557;17621783;17621957;17623340;17624678;17625612;17627392;17627692;17629971;17633623;17635674;17636739;17641929;17643137;17660538;17680085;17682305	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	6106	32661	32095	33630	38789	42761	32736	37550	42333	42911	24229	32209	36403	49291	37049	41752	37271	57930	51507	38091	66695	41955	35729	48596	35741
ENSG00000125871	chr20;chr20;chr20;chr20;chr20	17969008;17969791;17975674;17988156;17989929	17969151;17970380;17975913;17988308;17991132	+;+;+;+;+	2331	2700	2905	3016	3455	2385	2313	2326	2678	4914	3288	3574	4112	3816	3224	3500	3054	4752	4042	2804	5438	3514	3166	4127	2926
ENSG00000125846	chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20	18288273;18289889;18295210;18297975;18298279;18304998;18305651;18306288;18315059	18288614;18290084;18295414;18298072;18298474;18305188;18305817;18306403;18317006	+;+;+;+;+;+;+;+;+	3459	359	393	399	362	416	397	426	400	648	368	461	407	644	493	509	495	861	688	488	789	542	418	627	420
