# Program:featureCounts v2.1.1; Command:"featureCounts" "-T" "8" "-s" "0" "-p" "--countReadPairs" "-B" "-C" "-Q" "10" "-F" "SAF" "-a" "/mnt/d/work_dir/memoria/obj2/anotacion/table_genebodies_1_fixed_overlap/genebodies_final.saf" "-o" "/mnt/d/work_dir/memoria/obj2/featureCounts/genebody_counts.txt" "/mnt/d/work_dir/memoria_trials/data/KO/control/CTRL1.sorted.bam" "/mnt/d/work_dir/memoria_trials/data/KO/control/CTRL2.sorted.bam" "/mnt/d/work_dir/memoria_trials/data/KO/control/CTRL3.sorted.bam" "/mnt/d/work_dir/memoria_trials/data/KO/control/CTRL4.sorted.bam" "/mnt/d/work_dir/memoria_trials/data/KO/RNU5A/A1.sorted.bam" "/mnt/d/work_dir/memoria_trials/data/KO/RNU5A/A2.sorted.bam" "/mnt/d/work_dir/memoria_trials/data/KO/RNU5A/A3.sorted.bam" "/mnt/d/work_dir/memoria_trials/data/KO/RNU5A/A4.sorted.bam" "/mnt/d/work_dir/memoria_trials/data/KO/RNU5B/B1.sorted.bam" "/mnt/d/work_dir/memoria_trials/data/KO/RNU5B/B2.sorted.bam" "/mnt/d/work_dir/memoria_trials/data/KO/RNU5B/B3.sorted.bam" "/mnt/d/work_dir/memoria_trials/data/KO/RNU5B/B4.sorted.bam" "/mnt/d/work_dir/memoria_trials/data/KO/RNU5D/D1.sorted.bam" "/mnt/d/work_dir/memoria_trials/data/KO/RNU5D/D2.sorted.bam" "/mnt/d/work_dir/memoria_trials/data/KO/RNU5D/D3.sorted.bam" "/mnt/d/work_dir/memoria_trials/data/KO/RNU5D/D4.sorted.bam" "/mnt/d/work_dir/memoria_trials/data/KO/RNU5E/E1.sorted.bam" "/mnt/d/work_dir/memoria_trials/data/KO/RNU5E/E2.sorted.bam" "/mnt/d/work_dir/memoria_trials/data/KO/RNU5E/E3.sorted.bam" "/mnt/d/work_dir/memoria_trials/data/KO/RNU5E/E4.sorted.bam" "/mnt/d/work_dir/memoria_trials/data/KO/RNU5F/F1.sorted.bam" "/mnt/d/work_dir/memoria_trials/data/KO/RNU5F/F2.sorted.bam" "/mnt/d/work_dir/memoria_trials/data/KO/RNU5F/F3.sorted.bam" "/mnt/d/work_dir/memoria_trials/data/KO/RNU5F/F4.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/mnt/d/work_dir/memoria_trials/data/KO/control/CTRL1.sorted.bam	/mnt/d/work_dir/memoria_trials/data/KO/control/CTRL2.sorted.bam	/mnt/d/work_dir/memoria_trials/data/KO/control/CTRL3.sorted.bam	/mnt/d/work_dir/memoria_trials/data/KO/control/CTRL4.sorted.bam	/mnt/d/work_dir/memoria_trials/data/KO/RNU5A/A1.sorted.bam	/mnt/d/work_dir/memoria_trials/data/KO/RNU5A/A2.sorted.bam	/mnt/d/work_dir/memoria_trials/data/KO/RNU5A/A3.sorted.bam	/mnt/d/work_dir/memoria_trials/data/KO/RNU5A/A4.sorted.bam	/mnt/d/work_dir/memoria_trials/data/KO/RNU5B/B1.sorted.bam	/mnt/d/work_dir/memoria_trials/data/KO/RNU5B/B2.sorted.bam	/mnt/d/work_dir/memoria_trials/data/KO/RNU5B/B3.sorted.bam	/mnt/d/work_dir/memoria_trials/data/KO/RNU5B/B4.sorted.bam	/mnt/d/work_dir/memoria_trials/data/KO/RNU5D/D1.sorted.bam	/mnt/d/work_dir/memoria_trials/data/KO/RNU5D/D2.sorted.bam	/mnt/d/work_dir/memoria_trials/data/KO/RNU5D/D3.sorted.bam	/mnt/d/work_dir/memoria_trials/data/KO/RNU5D/D4.sorted.bam	/mnt/d/work_dir/memoria_trials/data/KO/RNU5E/E1.sorted.bam	/mnt/d/work_dir/memoria_trials/data/KO/RNU5E/E2.sorted.bam	/mnt/d/work_dir/memoria_trials/data/KO/RNU5E/E3.sorted.bam	/mnt/d/work_dir/memoria_trials/data/KO/RNU5E/E4.sorted.bam	/mnt/d/work_dir/memoria_trials/data/KO/RNU5F/F1.sorted.bam	/mnt/d/work_dir/memoria_trials/data/KO/RNU5F/F2.sorted.bam	/mnt/d/work_dir/memoria_trials/data/KO/RNU5F/F3.sorted.bam	/mnt/d/work_dir/memoria_trials/data/KO/RNU5F/F4.sorted.bam
ENSG00000115526	chr2	100391850	100417678	-	25829	529	520	667	676	556	399	539	589	1015	606	750	746	885	679	742	586	1161	866	661	1360	836	663	1081	740
ENSG00000115539	chr2	100562983	100577482	+	14500	1042	1125	1021	1229	797	838	756	745	1314	882	842	971	1233	896	953	990	1717	1314	1028	2096	1118	1013	1526	900
ENSG00000158435	chr2	101252876	101270326	+	17451	994	1130	1240	1304	749	752	850	900	1607	1038	1434	1502	1589	993	1165	1142	1807	1316	1055	1803	1473	1270	1780	1195
ENSG00000163162	chr2	101275591	101308711	-	33121	789	722	859	856	734	571	629	644	1078	705	808	857	1179	901	1058	897	1471	1182	838	1644	1029	822	1182	774
ENSG00000196460	chr2	101397349	101475122	-	77774	405	383	541	469	259	316	622	642	236	95	173	127	173	160	360	461	880	694	679	1155	238	243	553	489
ENSG00000071054	chr2	101697697	101894700	+	197004	5140	5619	5356	5989	7320	6883	7547	7678	7855	4926	5666	5804	8619	6778	8217	6828	9095	7840	5419	9978	7440	6980	9204	6163
ENSG00000135972	chr2	105038059	105099970	+	61912	729	725	807	929	595	526	637	535	1432	872	963	1033	958	659	842	781	1413	985	786	1420	944	794	1215	736
ENSG00000135966	chr2	105264381	105329745	-	65365	980	1048	1261	1310	878	740	894	1059	1806	1023	1247	1395	1490	1094	1286	1277	2079	1439	1117	1947	1338	1180	1547	1228
ENSG00000135974	chr2	105337522	105350722	+	13201	651	680	701	698	593	599	595	571	1120	691	774	873	1038	734	893	731	1187	905	645	1300	1045	862	1104	662
ENSG00000115641	chr2	105357702	105438523	-	80822	1445	1426	1613	2218	1359	1041	1398	1582	3086	1862	2111	2305	2321	1989	2442	2439	2066	1824	1468	3016	2254	1900	2809	2541
ENSG00000071051	chr2	105744902	105894284	+	149383	886	1097	1063	1222	1128	986	969	1098	1267	833	930	1030	1212	962	926	912	1559	1269	989	1958	1334	1067	1498	1113
ENSG00000115652	chr2	106093301	106194311	-	101011	1060	1353	1302	1596	1381	1371	1518	1417	1851	1147	1192	1315	1839	1361	1471	1401	2031	1602	1281	2267	1564	1349	1850	1232
ENSG00000135968	chr2	108449097	108509425	+	60329	758	608	647	686	699	700	742	624	1004	656	788	804	1238	878	1048	835	1309	929	741	1033	1217	1031	1358	897
ENSG00000169756	chr2	108533661	108687256	+	153596	1757	1628	1695	1851	1840	1619	1612	1714	3423	2124	2476	2997	3145	2672	3110	2767	2493	2235	1463	3294	3186	2670	3428	2603
ENSG00000153201	chr2	108719472	108785820	+	66349	3486	3522	3993	3767	2900	3045	3460	3157	6089	3762	4473	4828	5323	3870	4916	4027	6411	4848	3379	5951	4673	4009	5625	3941
ENSG00000163006	chr2	108786747	108876588	+	89842	597	524	583	647	394	379	492	398	1184	736	802	947	794	539	710	568	1048	761	566	1113	679	569	816	564
ENSG00000172985	chr2	109129195	109504644	+	375450	685	540	767	727	328	257	420	530	587	383	397	496	752	500	669	604	1138	906	601	1251	740	775	1066	701
ENSG00000186522	chr2	109542789	109614153	-	71365	2265	2543	2111	2212	2378	2498	2070	2034	4429	2949	3133	3724	3206	2805	2734	2508	3431	3389	1995	3869	3180	2985	3520	2399
ENSG00000015568	chr2	109792748	109857715	+	64968	2	4	2	8	2	1	5	3	1	0	5	8	6	8	1	0	3	4	1	4	1	0	4	2
ENSG00000144063	chr2	110083860	110116032	-	32173	23	6	10	9	6	16	11	11	53	20	40	19	0	1	0	3	3	3	2	7	0	0	2	0
ENSG00000144061	chr2	110122301	110205076	-	82776	170	215	149	195	112	161	159	133	226	135	182	116	265	213	219	211	260	244	186	312	243	192	267	183
ENSG00000175701	chr2	110211519	110245430	-	33912	246	299	363	366	212	204	259	254	417	253	319	243	319	299	353	325	629	467	348	541	329	332	512	309
ENSG00000183054	chr2	110513792	110610850	-	97059	4	3	1	0	3	1	2	1	0	0	0	8	0	0	5	0	2	3	0	5	2	0	7	0
ENSG00000169679	chr2	110637518	110678073	-	40556	4275	5070	4509	4829	3577	4251	3871	3646	6875	4872	4656	5210	6632	4765	5630	4806	6732	5461	3585	7118	5509	5611	6817	4570
ENSG00000153107	chr2	111767630	111884203	-	116574	1883	1807	2102	2087	1370	1167	1551	1521	3094	2001	2385	2580	2793	1849	2478	1943	3382	2229	1747	3233	2606	2117	3172	2053
ENSG00000153208	chr2	111898597	112029571	+	130975	187	186	231	226	311	226	243	295	401	270	282	393	251	170	186	158	352	324	188	361	237	174	341	183
ENSG00000153214	chr2	112055259	112119328	+	64070	845	1008	826	826	956	923	998	971	1181	798	951	1051	1470	1376	1217	992	1567	1298	849	1431	1516	1321	1671	932
ENSG00000144161	chr2	112211519	112255052	-	43534	369	326	418	325	315	327	358	391	655	401	482	461	599	320	459	400	535	380	316	520	535	412	648	426
ENSG00000169629	chr2	112368359	112434498	-	66140	95	109	156	95	65	86	121	85	171	95	125	157	152	100	164	135	227	137	108	214	136	129	138	143
ENSG00000114999	chr2	112482146	112541749	+	59604	2513	2597	2784	3049	2630	2609	2903	2909	4962	2982	3298	4132	4181	3220	3897	3264	4595	3492	2814	5068	3719	3411	5097	3510
ENSG00000125630	chr2	112541905	112579828	+	37924	1163	1302	1584	1661	844	871	1220	1185	2517	1330	1591	2012	2011	1300	1852	1546	2977	1852	1501	2754	1521	1329	2306	1643
ENSG00000125611	chr2	112584585	112589285	+	4701	300	458	417	369	504	417	362	431	549	392	505	495	494	357	375	340	631	509	376	639	386	454	516	311
ENSG00000144136	chr2	112645929	112663835	+	17907	5909	5509	6987	7896	4515	3776	6798	6918	8299	4259	5828	5545	8754	5814	9224	7527	8419	5826	4920	8189	6877	5730	10313	6934
ENSG00000169607	chr2	112736339	112764619	-	28281	1964	2230	1984	2000	1716	1907	1773	1966	3691	2369	2529	2633	3125	2364	2783	2700	3784	3003	2005	3723	2903	2774	3714	2477
ENSG00000136682	chr2	113437681	113496214	+	58534	465	481	507	507	385	331	336	347	834	488	603	652	807	548	734	595	694	559	427	968	713	633	872	573
ENSG00000115084	chr2	113706699	113756652	-	49954	1487	1635	1669	1763	1500	1632	1657	1645	2809	1717	1965	2124	2330	1756	2053	1710	3013	2284	1598	2914	1995	1919	2291	1741
ENSG00000088205	chr2	117814681	117832387	+	17707	3060	3639	3736	3635	2662	3012	3077	2907	5487	3506	3920	4458	4419	3587	4302	3617	6276	4363	3498	6409	3865	3784	5466	3576
ENSG00000125633	chr2	117915468	118014143	-	98676	1193	1401	1615	1634	1457	1173	1303	1434	2225	1451	1742	1984	2148	1521	2041	1536	2834	2250	1685	2767	1778	1433	2348	1539
ENSG00000125629	chr2	118088461	118111007	+	22547	376	399	297	312	543	600	434	489	463	316	330	309	691	592	594	453	590	524	364	648	640	587	787	402
ENSG00000163064	chr2	118842161	118847658	-	5498	576	581	564	725	726	559	518	506	1463	1092	1060	1223	869	739	733	622	758	727	452	942	530	463	418	360
ENSG00000115107	chr2	119223821	119265662	+	41842	1884	1730	2163	2182	2474	1859	3530	4170	2390	1277	1900	1739	1833	1204	2018	1624	2750	2169	1791	3136	1511	1240	2456	1469
ENSG00000186132	chr2	119302215	119366844	-	64630	293	302	215	275	275	260	237	217	393	260	258	286	383	369	345	276	383	332	227	429	305	283	455	249
ENSG00000155368	chr2	119366914	119372560	+	5647	5425	7067	5571	6065	5810	6127	4422	4249	7303	5068	4862	4760	7249	6563	5908	4923	8477	8778	5803	10114	7234	6432	8163	4622
ENSG00000171227	chr2	119429891	119438514	+	8624	12	17	22	44	121	119	87	76	89	38	51	46	22	10	36	31	180	181	87	164	25	42	34	9
ENSG00000144120	chr2	119679157	119686517	+	7361	237	293	312	381	227	206	277	326	587	321	367	403	379	353	273	265	498	366	320	590	334	378	451	354
ENSG00000088179	chr2	119759912	119984909	+	224998	313	286	313	302	304	298	300	277	464	275	339	362	486	378	507	288	716	506	376	596	392	373	569	353
ENSG00000115109	chr2	120013067	120179129	+	166063	410	424	391	435	470	434	428	393	476	352	287	400	600	479	454	373	850	678	445	842	655	459	702	479
ENSG00000144118	chr2	120252795	120294720	+	41926	1898	2230	2099	2269	1541	1453	1535	1375	2579	1526	1678	1827	3664	2749	3071	2661	3063	2696	2025	3372	2831	2742	3422	2330
ENSG00000163083	chr2	120346126	120351813	+	5688	202	150	187	148	150	100	51	119	159	61	82	56	68	47	16	51	582	588	632	1296	82	76	81	105
ENSG00000074054	chr2	121337766	121649486	-	311721	1889	1836	2118	2215	1970	1817	2072	2138	3654	2265	2966	3209	3476	2469	2772	2407	3066	2154	1845	3382	2839	2339	3685	2447
ENSG00000155438	chr2	121726935	121736885	-	9951	1735	1945	2296	2517	1163	1186	1303	1345	3318	2064	2310	2696	2428	1909	2264	1988	2861	2133	1758	3366	2136	1930	3177	2192
ENSG00000211460	chr2	121755535	121767863	+	12329	2518	2778	2775	3231	2394	2514	2550	2536	4477	2870	3113	3595	4428	3316	3911	3447	4619	3761	2696	5389	3953	3579	4975	3249
ENSG00000136732	chr2	126656148	126696677	+	40530	687	862	786	908	967	1002	847	836	759	463	562	533	1105	1035	970	812	1231	1174	751	1272	1089	1067	1114	709
ENSG00000136717	chr2	127048017	127107298	-	59282	2172	2109	2202	2760	2370	2126	2022	2521	3176	1953	2163	2472	3205	2426	2775	2513	4111	3190	2391	5274	3054	2520	3592	2733
ENSG00000186684	chr2	127183822	127220323	-	36502	1691	1598	1383	1589	1853	1657	1527	1717	1873	1168	1191	1475	2375	1619	1697	1741	2825	2025	1280	3333	2146	1856	2156	1739
ENSG00000163161	chr2	127257280	127294154	-	36875	2076	1890	2162	2510	1581	1492	1603	1673	3128	2029	2280	2462	2951	2205	2676	2233	3640	2762	2026	3601	2590	2336	3207	2315
ENSG00000163166	chr2	127480800	127526520	-	45721	2920	2787	2705	3509	2380	2179	2413	2363	4069	2565	2730	3112	3477	2320	2561	2520	4035	2877	2186	4153	3436	2843	3824	2763
ENSG00000072163	chr2	127638416	127681796	-	43381	147	142	134	121	185	166	71	106	108	95	85	113	97	156	77	65	270	233	142	289	194	157	153	154
ENSG00000144231	chr2	127843543	127858165	-	14623	1397	1575	1571	1736	1064	1080	1164	1132	2205	1550	1657	1806	2244	1543	1816	1519	2628	1877	1385	2591	1846	1645	2454	1551
ENSG00000144233	chr2	127861620	127885971	-	24352	1065	1245	1171	1344	1216	1063	1106	1132	1961	1244	1439	1590	1773	1507	1558	1396	2089	1674	1252	2288	1553	1365	1979	1452
ENSG00000136715	chr2	127941207	128028130	-	86924	1045	1112	1080	1178	1114	1005	1079	1162	1809	1061	1363	1386	1441	1196	1464	1069	2135	1395	979	1727	1364	1200	1717	1083
ENSG00000136731	chr2	128091190	128195687	+	104498	4162	4014	3958	4330	5189	4550	5150	4771	6813	4517	4729	5200	5956	4431	4932	4204	6441	4962	3864	7215	5333	4477	6118	4287
ENSG00000136720	chr2	128265470	128318878	-	53409	853	1040	1043	1156	794	796	768	834	1414	1031	1105	1408	1806	1296	1503	1345	3521	2760	1852	3978	1417	1261	1752	1416
ENSG00000152076	chr2	130139277	130145144	-	5868	42	58	41	39	61	71	28	43	59	36	40	40	66	49	29	18	66	99	30	67	54	43	52	33
ENSG00000136710	chr2	130337923	130342334	-	4412	302	500	449	429	417	421	371	326	625	439	477	428	772	705	427	431	726	788	427	845	559	652	640	431
ENSG00000136718	chr2	130342867	130347977	+	5111	1835	2080	2628	2893	1846	1561	1709	1850	3512	2196	2746	2967	2717	1830	2491	2120	3926	2741	1948	4060	2285	2066	3298	2263
ENSG00000152102	chr2	131047866	131093470	-	45605	4326	4223	4478	4790	4560	4280	4422	4742	8092	5241	5702	6742	7286	5613	6455	5472	7574	5686	4031	7979	6228	5754	7329	5246
ENSG00000115762	chr2	131104837	131353719	+	248883	2585	2795	2938	3229	2774	2725	2852	3090	4696	2988	3357	3753	4596	3557	3780	3416	5614	4502	3153	6047	3760	3500	4892	3084
ENSG00000173272	chr2	131483950	131492407	-	8458	1164	1250	1276	1265	1633	1576	1297	1372	2522	1565	2000	1920	2049	2105	1803	1519	1905	1739	1101	2145	1973	1773	2387	1425
ENSG00000163040	chr2	131527823	131533676	+	5854	467	565	415	376	674	542	426	444	757	552	529	527	564	604	485	377	812	599	457	930	596	534	614	381
ENSG00000183840	chr2	132416795	132646592	+	229798	305	337	308	330	224	199	283	271	367	278	310	213	577	414	417	412	756	514	333	547	510	399	495	347
ENSG00000152127	chr2	134120172	134454631	+	334460	1313	1239	1683	1734	1354	1050	1430	1365	2419	1463	1863	2096	2101	1581	1943	1640	2478	1731	1434	2529	1794	1443	2357	1609
ENSG00000082258	chr2	134918812	134959352	+	40541	725	740	854	799	983	988	866	858	1701	1079	1300	1410	1765	1335	1510	1186	1972	1233	1037	1661	1370	1273	1720	1169
ENSG00000048991	chr2	135531474	135725280	+	193807	1782	1721	1853	1958	1754	1633	1792	1942	2928	1889	2252	2535	2657	2020	2264	1838	2826	1809	1482	2852	2360	2086	2839	1943
ENSG00000144224	chr2	135741845	135785066	+	43222	3038	3464	3061	3261	3564	3355	3260	3356	5425	3843	4164	4454	5499	4382	4866	4132	6173	5121	3644	6161	4549	4223	5378	3491
ENSG00000076003	chr2	135839616	135876453	-	36838	3969	4413	3965	5228	3433	2915	3290	3166	6863	4306	5272	5942	5050	3818	4095	3145	6099	5030	3754	7124	4984	4194	5381	3737
ENSG00000115866	chr2	135905871	135985636	-	79766	3150	3683	3474	3716	2768	3032	2685	2559	4994	3121	3315	3730	4366	3576	3865	3121	5138	4404	2875	5682	4007	4097	4937	3462
ENSG00000121966	chr2	136114339	136119187	-	4849	8	16	6	8	0	6	6	1	39	32	51	40	6	1	2	1	70	47	22	34	7	2	0	1
ENSG00000144228	chr2	138501760	138573557	+	71798	734	822	744	857	657	607	689	632	1403	843	982	1090	1411	1016	1293	924	1471	1170	784	1407	991	928	1252	872
ENSG00000144227	chr2	138669147	138780400	-	111254	118	91	134	176	59	54	37	38	514	328	373	444	344	189	225	172	301	167	100	208	241	189	268	188
ENSG00000115919	chr2	142877647	143055843	+	178197	156	99	103	61	721	792	953	1233	427	313	254	128	319	367	321	213	520	502	275	422	354	271	408	203
ENSG00000121964	chr2	143938058	144332544	-	394487	460	498	496	545	629	679	657	699	1071	669	809	811	804	786	782	673	745	678	489	859	735	709	955	651
ENSG00000169554	chr2	144384071	144520408	-	136338	1221	1329	1347	1243	1910	1772	2025	1985	1977	1370	1855	1804	1551	1353	1681	1202	2421	2211	1625	2726	1801	1579	2113	1380
ENSG00000135999	chr2	148644430	148788505	+	144076	667	768	827	861	939	938	1109	1153	1318	967	1058	1231	1294	927	1224	1100	1670	1227	950	1651	1121	983	1436	1013
ENSG00000168280	chr2	148875217	149026769	+	151553	1019	972	1067	1134	124	104	110	143	224	161	144	178	1891	1487	1692	1434	2803	2588	1863	2845	1001	699	928	669
ENSG00000187123	chr2	149329975	149474148	+	144174	92	80	96	76	16	29	11	28	26	23	21	9	26	20	10	29	316	218	203	329	25	30	36	34
ENSG00000168288	chr2	149569627	149587788	-	18162	2810	3085	3030	3376	2771	3223	3015	3244	4656	3095	3335	3870	3937	3259	3922	3205	5107	4263	2877	5577	3749	3333	4605	2824
ENSG00000115963	chr2	150468185	150487677	-	19493	3132	3492	4497	5041	3162	3313	4301	5102	4693	2767	3633	4283	6517	4834	7302	7046	6717	6058	4903	8274	4028	3648	6119	5144
ENSG00000184898	chr2	151247930	151261873	-	13944	114	149	114	127	184	283	189	175	219	165	135	187	225	119	136	86	380	361	228	330	158	175	259	123
ENSG00000123609	chr2	151270460	151289678	-	19219	1083	1243	1159	1340	761	887	1000	838	1828	1167	1343	1444	1665	1211	1459	1229	2399	2068	1343	2170	1467	1306	1812	1064
ENSG00000080345	chr2	151409873	151482182	+	72310	2704	2703	2973	2666	3477	3325	4099	3691	4523	2799	3593	3751	4345	2903	3860	3001	5043	4204	2809	4534	3798	3274	4493	3185
ENSG00000162980	chr2	151798787	151828478	-	29692	1049	1048	1081	1331	1186	1173	1224	1554	1888	1279	1646	1574	1620	1281	1576	1270	2188	1642	1130	2313	1423	1381	1819	1155
ENSG00000115145	chr2	152116791	152175773	-	58983	983	935	935	1160	1116	1203	1266	1408	1452	935	1140	1317	1595	1107	1395	1171	1773	1334	1050	1823	1284	1252	1657	1090
ENSG00000157827	chr2	152335164	152649836	+	314673	2760	2564	2829	2476	3894	3862	4745	5088	4425	2355	3125	2771	3557	2632	3521	2890	4302	3705	2440	4382	2992	2667	3675	2623
ENSG00000144278	chr2	153871912	154453989	+	582078	87	53	43	20	162	129	94	112	563	369	280	321	656	413	533	377	329	216	134	253	107	88	113	83
ENSG00000153234	chr2	156324427	156342358	-	17932	170	111	127	162	94	111	114	177	209	140	182	185	227	218	283	207	220	185	112	229	215	154	191	132
ENSG00000115159	chr2	156435431	156586413	+	150983	1550	1600	1729	1891	1904	1830	2159	2231	3281	2056	2560	2868	2828	1994	2346	1935	3014	2574	1857	3044	2337	2217	2988	2083
ENSG00000115170	chr2	157736241	157876340	-	140100	1353	1169	1535	1650	1712	1593	1962	2355	1974	1145	1671	1784	1999	1499	2066	1520	1867	1679	1130	2313	1591	1528	2044	1514
ENSG00000144283	chr2	158456942	158682889	+	225948	1601	1740	1937	2041	1644	1479	1817	1837	3242	1837	2315	2517	2295	1559	1901	1663	3060	2135	1660	3086	1827	1717	2460	1818
ENSG00000196151	chr2	159235788	159286713	-	50926	333	292	266	291	401	409	418	415	430	320	288	378	537	443	476	311	618	496	316	600	437	384	523	328
ENSG00000123636	chr2	159315302	159616579	-	301278	504	499	479	389	1013	952	1073	944	1107	655	793	915	890	625	705	604	946	684	472	946	707	658	831	589
ENSG00000153246	chr2	159931996	160062625	-	130630	205	199	140	163	318	294	288	270	260	237	209	307	242	227	210	205	273	275	198	368	171	208	197	143
ENSG00000153250	chr2	160272141	160493817	-	221677	2674	2743	2451	2723	3454	3347	3795	4301	4943	3067	3535	4132	4977	3681	4193	3556	4014	3392	2529	4624	3763	3518	4811	3361
ENSG00000136560	chr2	161136898	161236240	+	99343	842	837	907	943	1176	1217	1375	1307	1607	1097	1106	1172	1223	1151	1242	937	1640	1414	963	1614	1292	1153	1437	938
ENSG00000115233	chr2	161308415	161411727	+	103313	4115	4690	4512	4976	4372	4837	4860	4877	7113	4473	4873	5350	6743	5013	5947	4929	7919	6457	4746	9144	5691	5253	7207	4704
ENSG00000197635	chr2	161992235	162074404	-	82170	60	83	31	55	246	228	166	174	100	48	59	27	206	189	191	145	296	286	132	245	126	155	182	86
ENSG00000078098	chr2	162170674	162243466	-	72793	413	399	337	405	450	556	623	707	228	152	200	212	1220	929	1254	1027	1145	980	755	1441	1017	947	1466	1067
ENSG00000115267	chr2	162267064	162318694	-	51631	115	160	149	129	146	197	174	137	234	167	118	146	341	303	400	194	4851	4720	2862	1973	249	314	427	160
ENSG00000115271	chr2	162319024	162363133	+	44110	49	32	36	44	28	25	13	18	44	21	6	38	102	113	67	60	511	501	224	282	53	45	55	40
ENSG00000182263	chr2	163593386	163736022	-	142637	356	306	376	432	604	551	551	640	772	463	549	613	694	552	641	588	684	519	370	676	697	562	793	525
ENSG00000082438	chr2	164680178	164842184	-	162007	465	566	482	486	762	902	670	635	636	364	397	493	1207	709	992	875	1573	1174	852	1477	743	714	912	560
ENSG00000123607	chr2	165867383	165953851	-	86469	560	542	531	619	761	839	847	792	849	472	569	635	846	531	787	569	1021	854	652	973	645	630	882	587
ENSG00000169432	chr2	166195175	166376003	-	180829	547	648	722	717	1442	1306	1464	1366	1571	822	1040	804	1029	746	1049	733	1895	1469	1038	1761	1403	1278	1549	941
ENSG00000172318	chr2	167292991	167874055	+	581065	191	161	148	186	148	124	185	211	289	170	208	318	194	172	183	219	334	223	152	357	169	179	259	180
ENSG00000198648	chr2	167954012	168247605	-	293594	608	682	721	718	733	775	830	813	866	693	792	872	910	551	801	698	1159	908	600	1141	638	721	806	583
ENSG00000152253	chr2	168870881	168890440	-	19560	862	1137	911	1048	906	972	985	859	1340	903	979	1012	1245	904	1188	868	1381	1074	760	1407	945	1000	1158	825
ENSG00000163093	chr2	169479473	169506665	+	27193	218	236	233	235	260	279	282	256	559	379	381	409	321	250	355	257	511	395	328	505	317	283	390	254
ENSG00000138399	chr2	169528498	169573875	-	45378	529	585	667	713	499	535	654	682	1090	692	811	943	851	617	616	530	1034	665	558	1074	696	634	964	627
ENSG00000138398	chr2	169584332	169641416	+	57085	2351	2683	2572	2765	2626	2822	2759	2641	4137	2834	2961	3063	3513	2347	2859	2355	4096	3645	2538	3968	3033	2795	3656	2259
ENSG00000144357	chr2	169827444	170084141	+	256698	1064	1323	1440	1547	1427	1320	1585	1510	2016	1287	1497	1641	2048	1311	1672	1438	2496	1721	1238	2239	1515	1468	1947	1278
ENSG00000204334	chr2	170770368	170798987	+	28620	43	25	39	22	25	26	22	18	70	66	66	82	1	6	7	0	61	54	29	34	0	5	3	2
ENSG00000128683	chr2	170816552	170861161	+	44610	29	26	52	36	9	9	14	9	167	94	114	143	44	28	27	28	96	48	49	53	24	35	39	17
ENSG00000115806	chr2	170929243	170967140	+	37898	2429	2417	2582	2784	3242	3235	3477	3692	3219	2095	2582	2918	4443	3465	3911	3420	5193	4171	2947	5461	3534	3314	4631	3150
ENSG00000198586	chr2	170990813	171231324	-	240512	870	1014	895	932	1169	1140	1302	1294	1591	1037	1153	1295	1591	1155	1425	1116	1937	1418	900	1630	1446	1124	1589	1073
ENSG00000071967	chr2	171522237	171558139	+	35903	1559	1909	1455	1560	2225	2439	2016	1930	3465	2363	2701	3016	3382	2931	2884	2290	3238	2972	2001	3395	2656	2102	2452	1766
ENSG00000077380	chr2	171687399	171750168	+	62770	2817	3573	3040	3055	4367	4775	4263	4433	4894	3110	3408	3607	4603	3654	3907	3249	5264	4892	3129	5810	4207	4063	4991	3223
ENSG00000115840	chr2	171783395	171894254	-	110860	367	363	405	459	408	376	411	439	927	568	661	731	576	403	491	424	666	584	427	745	662	570	839	463
ENSG00000128708	chr2	171922451	171983696	+	61246	1852	2227	2060	2189	1707	1971	1911	2157	2418	2091	1999	1572	1984	1802	1666	1478	2422	1968	1567	2802	1749	1950	2072	1558
ENSG00000172878	chr2	171999943	172082440	+	82498	87	99	109	117	54	65	101	90	215	116	158	148	121	84	109	96	143	101	77	169	94	94	146	87
ENSG00000144355	chr2	172085497	172089687	+	4191	40	34	41	46	58	72	65	66	72	42	79	57	78	68	99	59	87	56	66	84	61	57	83	54
ENSG00000115844	chr2	172099428	172102910	-	3483	103	100	128	180	196	144	165	187	148	96	128	136	275	160	212	204	356	220	155	288	146	146	201	172
ENSG00000091436	chr2	173075425	173268025	+	192601	5461	5789	5696	5871	8952	8635	10161	10615	10244	6172	7928	8449	7826	5568	7457	5861	8588	7864	5964	10761	7403	6824	9215	5844
ENSG00000144354	chr2	173354810	173369007	+	14198	1416	1592	1870	1835	1705	1639	1952	1753	2687	1541	1821	2069	2042	1444	1766	1375	2736	2095	1534	3135	1929	1829	2713	1675
ENSG00000172845	chr2	173900765	173965383	-	64619	2381	2507	2406	2739	3550	3381	3496	3856	4756	3187	3405	3906	4153	3204	3670	3153	4228	3585	2541	4559	3932	3238	4557	3054
ENSG00000138430	chr2	174072437	174248609	-	176173	2776	3122	3159	3616	2516	2625	2837	2863	4615	3161	3461	3635	4007	3267	3656	3383	4630	3769	2857	5368	3491	3148	4363	2756
ENSG00000217236	chr2	174334944	174338510	+	3567	10	18	8	13	102	67	64	111	87	52	60	47	50	18	43	34	33	27	12	36	68	65	60	52
